NDVI,country_na,year
0.5917418695086206,Kosovo,2020
0.5684847003119149,Bulgaria,2020
0.6677875697190107,Portugal (Azores),2020
0.5717465758644424,Portugal,2020
0.30803643164842287,Gibraltar,2020
0.49721459510619764,Spain,2020
0.6234693287892394,France,2020
-0.023790854138915664,Svalbard,2020
0.44704663679897394,Sweden,2020
0.5957579008608898,Denmark,2020
0.5621958571806239,Estonia,2020
0.605429482587523,Latvia,2020
0.5946299892395364,Lithuania,2020
0.5642943951518935,Belarus,2020
0.6042203796288503,Poland,2020
0.6298522728017679,Germany,2020
0.6134408418655951,Czechia,2020
0.6059925211930415,Slovakia,2020
0.5703893318983078,Hungary,2020
0.6698125063403026,Slovenia,2020
0.5634074575009793,Austria,2020
0.6243772782874618,Dragonja River Mouth,2020
0.48307021984241283,Switzerland,2020
0.5605191272699936,Liechtenstein,2020
0.6415549726108869,Luxembourg,2020
0.6232475067834318,Netherlands,2020
0.6296115523492719,Belgium,2020
0.6129604586550118,United Kingdom,2020
0.6131694535469064,Jersey,2020
0.6413873280424394,Guernsey,2020
0.7022261000767485,Ireland,2020
0.6787253136790373,Isle of Man,2020
0.3464357415232799,Faroe Is,2020
0.15527580750083042,Iceland,2020
0.014529316051433953,Jan Mayen,2020
0.40402834865833165,Russia,2021
0.4484692382696957,Ukraine,2021
0.5512896597214278,Romania,2021
0.4962172492720572,Moldova,2021
0.36593729202598335,Russia,2021
0.4289839279901719,Finland,2021
0.3105904760188201,Norway,2021
0.43491289136760425,Andorra,2021
0.5505580592189364,Italy,2021
0.26912650917401815,Monaco,2021
0.3486341870736779,Malta,2021
0.5595854584351566,San Marino,2021
0.33204465915190545,Vatican City,2021
0.598400449805791,Croatia,2021
0.5314546843928484,Albania,2021
0.5917407406087191,Bosnia & Herzegovina,2021
0.5028105564684654,Montenegro,2021
0.5514961087984305,Serbia,2021
0.5581908883526034,Greece,2021
0.5237276987900806,Macedonia,2021
0.5438088213727604,Kosovo,2021
0.5596068086564805,Bulgaria,2021
0.674326651716836,Portugal (Azores),2021
0.5717307607174441,Portugal,2021
0.2683131697907566,Gibraltar,2021
0.4881021518534099,Spain,2021
0.6267075153220933,France,2021
-0.029926968304011082,Svalbard,2021
0.439225828853708,Sweden,2021
0.5692724651999095,Denmark,2021
0.4914213394201474,Estonia,2021
0.5217289582183978,Latvia,2021
0.4929641650926892,Lithuania,2021
0.48912668139836973,Belarus,2021
0.5253542081730689,Poland,2021
0.5853505622034152,Germany,2021
0.548344958945437,Czechia,2021
0.5591207041133399,Slovakia,2021
0.5351203508351453,Hungary,2021
0.6354668773266419,Slovenia,2021
0.5184852600183416,Austria,2021
0.6054040091380498,Dragonja River Mouth,2021
0.4386292910722845,Switzerland,2021
0.5037228698899252,Liechtenstein,2021
0.6312083361392106,Luxembourg,2021
0.615783043263017,Netherlands,2021
0.6148848021031809,Belgium,2021
0.6012611261886022,United Kingdom,2021
0.6311479292099667,Jersey,2021
0.63397732358273,Guernsey,2021
0.7065929600949948,Ireland,2021
0.6606738321014521,Isle of Man,2021
0.35273008500238817,Faroe Is,2021
0.16364912052895314,Iceland,2021
0.041679677336601224,Jan Mayen,2021
0.4009425969838757,Russia,2022
0.44696188743435405,Ukraine,2022
0.5402680846361435,Romania,2022
0.43027908563547673,Moldova,2022
0.34264029564637677,Russia,2022
0.4230069531814682,Finland,2022
0.31425345842503016,Norway,2022
0.42682904064501437,Andorra,2022
0.5556280063629846,Italy,2022
0.25587720701649747,Monaco,2022
0.3503476010482104,Malta,2022
0.5666548265187353,San Marino,2022
0.3086347348959266,Vatican City,2022
0.5893461189644433,Croatia,2022
0.5362962329128634,Albania,2022
0.607097512629886,Bosnia & Herzegovina,2022
0.532032359781047,Montenegro,2022
0.5560729461308485,Serbia,2022
0.5579918110764952,Greece,2022
0.5369713033866969,Macedonia,2022
0.5621061895900872,Kosovo,2022
0.5491500331165734,Bulgaria,2022
0.6705955074191287,Portugal (Azores),2022
0.5442769733895695,Portugal,2022
0.24219086950385704,Gibraltar,2022
0.46711250340155575,Spain,2022
0.6198254179914872,France,2022
-0.02773173446644123,Svalbard,2022
0.4525516187336586,Sweden,2022
0.5836326275695137,Denmark,2022
0.4587776618237929,Estonia,2022
0.5003639320660166,Latvia,2022
0.5024091825924621,Lithuania,2022
0.48786090860609943,Belarus,2022
0.5543200887814219,Poland,2022
0.5975808320960746,Germany,2022
0.570948535584483,Czechia,2022
0.5610854340917261,Slovakia,2022
0.52506470359372,Hungary,2022
0.633986159007062,Slovenia,2022
0.5440660170789244,Austria,2022
0.588845539157027,Dragonja River Mouth,2022
0.48636662746185744,Switzerland,2022
0.5512091955667677,Liechtenstein,2022
0.6539038223210669,Luxembourg,2022
0.6179237773504352,Netherlands,2022
0.6225136460462214,Belgium,2022
0.6188049784094763,United Kingdom,2022
0.6089713824948352,Jersey,2022
0.6287617783126576,Guernsey,2022
0.7109262204086627,Ireland,2022
0.6750758154426627,Isle of Man,2022
0.3312082335319623,Faroe Is,2022
0.16355289710769322,Iceland,2022
0.02337329485127057,Jan Mayen,2022
0.12253483899155393,Russia,2023
0.3090078792372515,Ukraine,2023
0.39296264762150673,Romania,2023
0.38157865559267085,Moldova,2023
0.04659482796930138,Russia,2023
0.08200496646724668,Finland,2023
-0.0013851387594638483,Norway,2023
0.2707606121193481,Andorra,2023
0.5107150105341003,Italy,2023
0.2523896856234547,Monaco,2023
0.5020817676803984,Malta,2023
0.4569428301748969,San Marino,2023
0.3402418838591678,Vatican City,2023
0.46754997524792763,Croatia,2023
0.4471445206261973,Albania,2023
0.38757595533872186,Bosnia & Herzegovina,2023
0.2871299622436239,Montenegro,2023
0.4197584913771308,Serbia,2023
0.5576360757535679,Greece,2023
0.3975857582002719,Macedonia,2023
0.42171088793328404,Kosovo,2023
0.42595629532624774,Bulgaria,2023
0.7363251158301589,Portugal (Azores),2023
0.6644444342383404,Portugal,2023
0.2963191794488091,Gibraltar,2023
0.50633543791274,Spain,2023
0.5670983167033844,France,2023
-1,Svalbard,2023
0.1836214411579707,Sweden,2023
0.5079479657809307,Denmark,2023
0.2016094596959618,Estonia,2023
0.20470952483564628,Latvia,2023
0.2568446698423206,Lithuania,2023
0.18274397424107727,Belarus,2023
0.3403504231720549,Poland,2023
0.5135958231333042,Germany,2023
0.47095177844315717,Czechia,2023
0.3707814382563905,Slovakia,2023
0.4913635107759493,Hungary,2023
0.4103781255199844,Slovenia,2023
0.34381388605147145,Austria,2023
0.5203661395741092,Dragonja River Mouth,2023
0.27069647130579405,Switzerland,2023
0.38207052475065534,Liechtenstein,2023
0.41657762926669784,Luxembourg,2023
0.5940980757998551,Netherlands,2023
0.5587448891932906,Belgium,2023
0.5436763430579183,United Kingdom,2023
0.6040655772487317,Jersey,2023
0.6615406954516495,Guernsey,2023
0.6477200923395116,Ireland,2023
0.6225026975442768,Isle of Man,2023
0.08448058519436569,Faroe Is,2023
-0.05783906777279306,Iceland,2023
-0.07459278756521052,Jan Mayen,2023
